,facebook/react,jashkenas/backbone,angular/angular
2014-10-18,4.32833902791886,0.913134484563056,6.773132329855019
2014-10-19,5.986602333240988,0.6890448487087143,6.524390525440945
2014-10-20,5.773717179179364,0.5461877058515712,-0.7700362837442682
2014-10-21,2.4264859790069875,2.2115615476960016,-4.128014532736172
2014-10-22,4.083079385600394,2.2115615476960016,-2.146726822940714
2014-10-23,12.532820820635948,1.117616277280143,-2.3904056332821573
2014-10-24,5.868955274417459,1.3108935882045125,-3.755849304234674
2014-10-25,3.32833902791886,0.913134484563056,5.246413829379781
2014-10-26,6.986602333240988,0.6890448487087143,6.929550931141082
2014-10-27,6.773717179179364,-0.4538122941484288,6.438684990771592
2014-10-28,27.426485979006987,1.2115615476960016,3.356963392792256
2014-10-29,2.083079385600394,0.21156154769600155,3.932898826822135
2014-10-30,6.532820820635947,2.117616277280143,-0.486676805739944
2014-10-31,4.868955274417459,0.3108935882045125,-3.6308706803352213
2014-11-01,4.32833902791886,0.913134484563056,4.615212099593616
2014-11-02,4.986602333240988,0.6890448487087143,6.486030133523691
2014-11-03,1.773717179179364,22.546187705851573,-0.9307740279065313
2014-11-04,4.426485979006987,0.2115615476960015,1.7400887941828818
2014-11-05,2.083079385600394,-0.7884384523039984,7.179301693695574
2014-11-06,7.532820820635947,-0.882383722719857,5.322211081613181
2014-11-07,4.868955274417459,0.3108935882045125,-2.2628237833836597
2014-11-08,8.32833902791886,1.913134484563056,6.179089478970178
2014-11-09,4.986602333240988,0.6890448487087143,6.079011368487754
2014-11-10,-0.22628282082063608,-0.4538122941484288,-0.14611937915653117
2014-11-11,0.4264859790069875,1.2115615476960016,-2.5052571597077433
2014-11-12,-1.916920614399606,5.211561547696002,1.4264186237283871
2014-11-13,1.5328208206359468,3.117616277280143,-3.0633158548618176
2014-11-14,-0.13104472558254063,2.3108935882045127,15.86939586341478
2014-11-15,9.32833902791886,0.913134484563056,4.029905595223301
2014-11-16,8.986602333240988,2.6890448487087144,5.809857024884627
2014-11-17,18.773717179179364,-0.4538122941484288,-0.2781997304784076
2014-11-18,12.426485979006987,0.2115615476960015,2.4308096372766324
2014-11-19,6.083079385600394,-0.7884384523039984,-0.11200893674505052
2014-11-20,-0.4671791793640532,-0.882383722719857,1.7948952371256823
2014-11-21,6.868955274417459,0.3108935882045125,-4.767027027978971
2014-11-22,3.32833902791886,0.913134484563056,5.654115143031117
2014-11-23,4.986602333240988,0.6890448487087143,7.374223594789315
2014-11-24,4.773717179179364,-0.4538122941484288,1.0471933095575308
2014-11-25,10.426485979006987,0.2115615476960015,5.576169418526632
2014-11-26,6.083079385600394,0.21156154769600155,2.7342681319268234
2014-11-27,1.5328208206359468,-0.882383722719857,-3.513921443788381
2014-11-28,0.8689552744174593,0.3108935882045125,-4.341875065521158
2014-11-29,3.32833902791886,1.913134484563056,4.8517208781639285
2014-11-30,6.986602333240988,1.6890448487087144,6.650107186758066
2014-12-01,7.773717179179364,0.5461877058515712,2.1870075127919058
2014-12-02,5.426485979006987,0.2115615476960015,-0.4604811232749313
2014-12-03,5.083079385600394,-0.7884384523039984,5.3338558140940115
2014-12-04,-0.4671791793640532,-0.882383722719857,2.5659247908069314
2014-12-05,2.8689552744174596,0.3108935882045125,-0.8296137955508467
2014-12-06,4.32833902791886,0.913134484563056,10.298829099593616
2014-12-07,7.986602333240988,0.6890448487087143,5.761982683523691
2014-12-08,4.773717179179364,1.5461877058515712,14.732644557093469
2014-12-09,-1.5735140209930125,0.2115615476960015,-5.07176293125462
2014-12-10,1.083079385600394,-0.7884384523039984,-1.1917346278481755
2014-12-11,-1.4671791793640532,2.117616277280143,0.7457705524913073
2014-12-12,3.8689552744174596,0.3108935882045125,1.2597192612835304
2014-12-13,6.32833902791886,0.913134484563056,7.057070304815491
2014-12-14,15.986602333240988,0.6890448487087143,5.9391964827861905
2014-12-15,3.773717179179364,0.5461877058515712,-1.2064550718721565
2014-12-16,2.4264859790069875,0.2115615476960015,-4.4074893367077435
2014-12-17,1.083079385600394,-0.7884384523039984,0.6704254307315125
2014-12-18,16.532820820635948,-0.882383722719857,2.2735906056928696
2014-12-19,4.868955274417459,1.3108935882045125,-4.439352352469596
2014-12-20,5.32833902791886,0.913134484563056,4.893042972606115
2014-12-21,6.986602333240988,0.6890448487087143,6.69865016676119
2014-12-22,3.773717179179364,1.5461877058515712,-0.7213766117643443
2014-12-23,4.426485979006987,0.2115615476960015,-4.063106394707744
2014-12-24,-1.916920614399606,-0.7884384523039984,-1.0511923244278636
2014-12-25,-0.4671791793640532,-0.882383722719857,-2.411350226036818
2014-12-26,-0.13104472558254063,0.3108935882045125,-3.7612713030211586
2014-12-27,3.32833902791886,0.913134484563056,5.257335086913928
2014-12-28,4.986602333240988,0.6890448487087143,6.9615732210236905
2014-12-29,4.773717179179364,-0.4538122941484288,5.439365945843467
2014-12-30,0.4264859790069875,0.2115615476960015,-0.5561986197077446
2014-12-31,-0.916920614399606,-0.7884384523039984,-2.6331948694278644
2015-01-01,-1.4671791793640532,1.117616277280143,-2.5877451187555685
2015-01-02,1.8689552744174593,0.3108935882045125,-3.889607032871158
2015-01-03,3.32833902791886,0.913134484563056,5.148478849593616
2015-01-04,4.986602333240988,2.6890448487087144,6.838796646023691
2015-01-05,11.773717179179364,1.5461877058515712,-0.6637275316565321
2015-01-06,-1.5735140209930125,0.2115615476960015,0.9551787296985061
2015-01-07,3.083079385600394,0.21156154769600155,8.459232459544012
2015-01-08,-0.4671791793640532,-0.882383722719857,2.414227784116306
2015-01-09,1.8689552744174593,0.3108935882045125,5.119266819664778
