,facebook/react,angular/angular,jashkenas/backbone
2014-11-18,5.852689976996883,1.677920216836851,-0.03153615375223334
2014-11-19,4.775291190636146,0.9548050217488364,-0.019507705197052364
2014-11-20,4.749950713169154,3.70858652195594,-0.003260583207575586
2014-11-21,6.809075762551579,2.6794717586416845,-0.022912050299537415
2014-11-22,5.594003822700432,2.838443398594109,-0.0298137543709264
2014-11-23,4.387887538261112,3.6365300887823566,-0.029836051788857176
2014-11-24,4.117240422531655,2.5801860909431547,0.005774052472336741
2014-11-25,5.8166621655731365,6.644162811570078,0.013711559595826591
2014-11-26,5.685373590817537,4.0072120597365615,1.021965202370846
2014-11-27,6.477099609427478,-1.4863984409843807,0.019393721817594207
2014-11-28,0.9336914718999263,1.670981947576266,0.024388984420274384
2014-11-29,4.2942123175135505,1.0695833683480367,1.0308228208185128
2014-11-30,5.28128390555573,2.4513563296722136,1.0355726862701968
2014-12-01,6.95209522047213,3.7278702749028034,0.7223681122585661
2014-12-02,2.5751623817675906,2.4470140717040287,0.060299314658819714
2014-12-03,5.607146459662319,6.070492911365079,0.062078182089258395
2014-12-04,4.149098477373068,4.341793547629205,0.03814294838326926
2014-12-05,3.0396544902651326,4.811027940719263,0.0769558748666397
2014-12-06,4.063248407467462,6.430875485461856,0.0917818137169858
2014-12-07,5.302976375130152,2.178744356493817,0.10114963884043937
2014-12-08,3.728434778579504,16.825670880715172,1.4343318262599503
2014-12-09,-2.650135358769256,1.3598294271377642,0.10882131802621833
2014-12-10,2.5728924638815016,0.22222433356774007,0.10421580833172898
2014-12-11,2.886440309468991,2.0806460426246534,3.0632517217606807
2014-12-12,4.089028293709361,6.003237258422656,0.16094160254460524
2014-12-13,4.913357171407132,2.70993003665398,0.17106890414329531
2014-12-14,12.407628162872495,1.8630170583365946,0.195864915843403
2014-12-15,2.679003284554054,0.971268752181032,0.18858063529638935
2014-12-16,2.044600242566026,0.6020814335595959,0.2635101029644762
2014-12-17,3.7831048079946314,2.04996076530071,0.24941086306865698
2014-12-18,20.596284115395424,3.437774956418698,-0.6439968741890557
2014-12-19,5.155326769199556,-0.16740087414986735,1.3538705156331758
2014-12-20,3.6615664281977756,-0.10548330164031061,0.3788634392206208
2014-12-21,3.558045592825658,1.1809464646208843,0.4122351583785568
2014-12-22,2.533177834110718,1.037772830466254,1.0809690991321692
2014-12-23,2.7293535705565315,-0.5437780712302016,0.47459084017724135
2014-12-24,1.2133320238132028,0.5607977822424486,0.1049320430981568
2014-12-25,3.3910793798048906,-1.3318668378371536,-1.3019911539341902
2014-12-26,0.6344972555266719,0.44264413092788396,0.5491716159392621
2014-12-27,2.17707673764021,0.6470254244475394,0.5657851890391161
2014-12-28,2.222450244687553,0.999509701729575,0.59014360466543
2014-12-29,4.246417734348047,6.847550954942609,-1.0857992983289637
2014-12-30,-3.4917606514912656,2.1801028098587802,0.6366020631353362
2014-12-31,2.0202406297409765,-0.11415892656775414,-0.04250921799000617
2015-01-01,2.1917640235063054,-1.5175288815250618,0.6660782045346092
2015-01-02,2.7806064222766347,0.5524403388139136,0.690713335443271
2015-01-03,2.955717878805325,1.367143676588138,0.7149740784914499
2015-01-04,3.3226335466550103,1.6195503411629826,2.743827900912338
2015-01-05,12.747484467544929,1.0166751670864715,0.7462300041511256
2015-01-06,-7.749624961064773,2.047207563371748,0.40009475121779786
2015-01-07,5.456345659800451,11.047859763931735,0.7892650645310509
2015-01-08,3.117874317229792,3.5519061012620456,-1.3424761204647684
2015-01-09,1.6171954938667605,10.152406010389107,0.8418160550307182
2015-01-10,4.935666344036099,2.0531508663503306,0.8857857811020982
2015-01-11,5.686091016363377,2.5797647619106643,0.9241178924151049
2015-01-12,5.61300300075401,4.713100541427436,3.943167594479572
2015-01-13,6.2372531863022935,0.9636272077215677,0.3113102168974407
2015-01-14,2.6180371051790705,2.8011423958701074,-0.47626302495547146
