,n_commits
2010-02-01,118
2010-03-01,136
2010-04-01,159
2010-05-01,191
2010-06-01,161
2010-07-01,151
2010-08-01,212
2010-09-01,131
2010-10-01,160
2010-11-01,131
2010-12-01,119
2011-01-01,145
2011-02-01,152
2011-03-01,118
2011-04-01,145
2011-05-01,114
2011-06-01,114
2011-07-01,153
2011-08-01,133
2011-09-01,130
2011-10-01,68
2011-11-01,100
2011-12-01,153
2012-01-01,161
2012-02-01,190
2012-03-01,79
2012-04-01,70
2012-05-01,86
2012-06-01,129
2012-07-01,67
2012-08-01,80
2012-09-01,84
2012-10-01,35
2012-11-01,205
2012-12-01,94
2013-01-01,132
2013-02-01,160
2013-03-01,132
2013-04-01,130
2013-05-01,225
2013-06-01,212
2013-07-01,265
2013-08-01,319
2013-09-01,353
2013-10-01,224
2013-11-01,314
2013-12-01,294
2014-01-01,534
2014-02-01,255
2014-03-01,395
2014-04-01,332
2014-05-01,318
2014-06-01,232
2014-07-01,473
2014-08-01,506
2014-09-01,408
2014-10-01,525
2014-11-01,628
2014-12-01,333
2015-01-01,333
2015-02-01,421
2015-03-01,381
2015-04-01,712
2015-05-01,907
2015-06-01,716
2015-07-01,827
2015-08-01,1027
2015-09-01,1070
2015-10-01,828
2015-11-01,894
2015-12-01,900
2016-01-01,989
2016-02-01,713
2016-03-01,1087
2016-04-01,722
2016-05-01,822
2016-06-01,955
2016-07-01,823
2016-08-01,724
2016-09-01,611
2016-10-01,531
2016-11-01,726
2016-12-01,609
2017-01-01,724
2017-02-01,620
2017-03-01,409
2017-04-01,699
2017-05-01,682
2017-06-01,687
2017-07-01,566
2017-08-01,463
2017-09-01,389
2017-10-01,315
2017-11-01,543
2017-12-01,479
2018-01-01,656
2018-02-01,411
2018-03-01,416
2018-04-01,498
2018-05-01,583
2018-06-01,531
2018-07-01,482
2018-08-01,576
2018-09-01,556
2018-10-01,569
2018-11-01,608
2018-12-01,536
2019-01-01,706
2019-02-01,532
2019-03-01,492
2019-04-01,435
2019-05-01,427
2019-06-01,446
2019-07-01,579
2019-08-01,499
2019-09-01,465
2019-10-01,555
2019-11-01,352
2019-12-01,294
2020-01-01,507
2020-02-01,445
2020-03-01,587
2020-04-01,591
2020-05-01,458
2020-06-01,491
2020-07-01,621
2020-08-01,394
2020-09-01,505
2020-10-01,342
2020-11-01,167
2020-12-01,96
2021-01-01,62
2021-02-01,0
2021-03-01,297
2021-04-01,45
2021-05-01,39
2021-06-01,24
2021-07-01,28
2021-08-01,26
2021-09-01,35
2021-10-01,40
2021-11-01,34
2021-12-01,56
2022-01-01,61
2022-02-01,56
2022-03-01,93
2022-04-01,76
2022-05-01,73
2022-06-01,43
2022-07-01,56
2022-08-01,75
2022-09-01,46
2022-10-01,90
2022-11-01,90
2022-12-01,50
2023-01-01,96
2023-02-01,92
2023-03-01,86
2023-04-01,99
2023-05-01,101
2023-06-01,122
2023-07-01,142
2023-08-01,157
2023-09-01,130
2023-10-01,163
2023-11-01,85
2023-12-01,40
2024-01-01,98
2024-02-01,81
2024-03-01,109
2024-04-01,121
2024-05-01,73
2024-06-01,154
2024-07-01,109
2024-08-01,115
2024-09-01,151
2024-10-01,116
2024-11-01,37
2024-12-01,28
2025-01-01,92
2025-02-01,51
2025-03-01,67
2025-04-01,153
2025-05-01,83
2025-06-01,86
2025-07-01,75
2025-08-01,108
