,tidev/titanium-sdk,facebook/react-native,flutter/flutter
2019-05-10,1.460472476831924,9.536736381897672,16.479904120457114
2019-05-11,2.137212403571851,4.752853598014889,9.859940750493745
2019-05-12,2.2099939231275636,7.289530899208318,14.320799783933424
2019-05-13,-1.0480705930014684,14.58722675174288,13.620338954440337
2019-05-14,-0.16040664404719696,8.870069715231006,14.418548809101804
2019-05-15,3.8340988504582976,12.03398912915042,8.117266757819753
2019-05-16,1.5666995830590302,17.929593524754814,7.183200823753818
2019-05-17,2.460472476831924,3.536736381897672,6.479904120457116
2019-05-18,2.137212403571851,7.752853598014889,10.859940750493745
2019-05-19,2.2099939231275636,6.289530899208318,13.320799783933424
2019-05-20,4.951929406998532,26.58722675174288,20.620338954440335
2019-05-21,0.839593355952803,10.870069715231006,17.418548809101804
2019-05-22,1.8340988504582976,24.03398912915042,2.1172667578197535
2019-05-23,6.56669958305903,7.929593524754815,2.1832008237538183
2019-05-24,1.460472476831924,25.536736381897672,5.479904120457116
2019-05-25,2.137212403571851,5.752853598014889,10.859940750493745
2019-05-26,2.2099939231275636,7.289530899208318,13.320799783933424
2019-05-27,-2.0480705930014684,0.5872267517428804,2.6203389544403364
2019-05-28,-1.160406644047197,9.870069715231006,8.418548809101804
2019-05-29,5.834098850458298,5.033989129150419,9.117266757819753
2019-05-30,15.56669958305903,16.929593524754814,25.18320082375382
2019-05-31,3.460472476831924,27.536736381897672,10.479904120457116
2019-06-01,2.137212403571851,9.75285359801489,15.859940750493745
2019-06-02,2.2099939231275636,9.289530899208318,12.320799783933424
2019-06-03,2.9519294069985316,10.58722675174288,25.620338954440335
2019-06-04,-0.16040664404719696,12.870069715231006,18.418548809101804
2019-06-05,4.834098850458298,7.033989129150419,8.117266757819753
2019-06-06,0.5666995830590301,14.929593524754814,17.18320082375382
2019-06-07,-0.5395275231680761,18.536736381897672,15.479904120457116
2019-06-08,2.137212403571851,4.752853598014889,20.859940750493745
2019-06-09,2.2099939231275636,9.289530899208318,17.320799783933424
2019-06-10,-1.0480705930014684,14.58722675174288,19.620338954440335
2019-06-11,0.839593355952803,12.870069715231006,13.418548809101804
2019-06-12,1.8340988504582976,11.03398912915042,9.117266757819753
2019-06-13,0.5666995830590301,14.929593524754814,10.183200823753818
2019-06-14,-0.5395275231680761,6.536736381897672,12.479904120457116
2019-06-15,2.137212403571851,6.752853598014889,14.859940750493745
2019-06-16,2.2099939231275636,6.289530899208318,15.320799783933424
2019-06-17,-1.0480705930014684,5.587226751742881,5.620338954440337
2019-06-18,-0.16040664404719696,9.870069715231006,11.418548809101804
2019-06-19,6.834098850458298,9.03398912915042,17.117266757819753
2019-06-20,-0.4333004169409699,8.929593524754814,13.183200823753818
2019-06-21,0.46047247683192394,29.536736381897672,7.479904120457116
2019-06-22,2.137212403571851,5.752853598014889,14.859940750493745
2019-06-23,2.2099939231275636,9.289530899208318,15.320799783933424
2019-06-24,-1.0480705930014684,23.58722675174288,9.620338954440337
2019-06-25,-1.160406644047197,4.870069715231006,8.418548809101804
2019-06-26,3.8340988504582976,21.03398912915042,8.117266757819753
2019-06-27,0.5666995830590301,14.929593524754814,11.183200823753818
2019-06-28,1.460472476831924,11.536736381897672,22.479904120457114
2019-06-29,2.137212403571851,6.752853598014889,7.859940750493746
2019-06-30,2.2099939231275636,6.289530899208318,11.320799783933424
2019-07-01,6.951929406998532,15.58722675174288,8.620338954440337
2019-07-02,-0.16040664404719696,14.870069715231006,0.4185488091018046
2019-07-03,-0.1659011495417024,2.0339891291504193,7.1172667578197535
2019-07-04,1.5666995830590302,13.929593524754814,-3.8167991762461817
2019-07-05,-0.5395275231680761,2.536736381897672,-2.5200958795428843
2019-07-06,2.137212403571851,4.752853598014889,7.859940750493746
2019-07-07,2.2099939231275636,7.289530899208318,11.320799783933424
2019-07-08,0.9519294069985316,15.58722675174288,17.620338954440335
2019-07-09,3.839593355952803,4.870069715231006,11.418548809101804
2019-07-10,-0.1659011495417024,11.03398912915042,7.1172667578197535
2019-07-11,0.5666995830590301,14.929593524754814,9.183200823753818
2019-07-12,16.460472476831924,7.536736381897672,12.479904120457116
2019-07-13,2.137212403571851,11.75285359801489,12.859940750493745
2019-07-14,2.2099939231275636,6.289530899208318,11.320799783933424
2019-07-15,-1.0480705930014684,13.58722675174288,7.620338954440337
2019-07-16,1.839593355952803,3.8700697152310055,8.418548809101804
2019-07-17,0.8340988504582976,26.03398912915042,21.117266757819753
2019-07-18,0.5666995830590301,19.929593524754814,8.183200823753818
2019-07-19,0.46047247683192394,14.536736381897672,19.479904120457114
2019-07-20,2.137212403571851,7.752853598014889,10.859940750493745
2019-07-21,2.2099939231275636,6.289530899208318,17.320799783933424
2019-07-22,-2.0480705930014684,7.587226751742881,19.620338954440335
2019-07-23,-1.160406644047197,6.870069715231006,11.418548809101804
2019-07-24,-0.1659011495417024,22.03398912915042,11.117266757819753
2019-07-25,0.5666995830590301,10.929593524754814,5.183200823753818
2019-07-26,2.460472476831924,7.536736381897672,11.479904120457116
2019-07-27,2.137212403571851,4.752853598014889,16.859940750493745
2019-07-28,2.2099939231275636,6.289530899208318,13.320799783933424
2019-07-29,-0.04807059300146843,12.58722675174288,11.620338954440337
2019-07-30,2.839593355952803,3.8700697152310055,11.418548809101804
2019-07-31,0.8340988504582976,11.03398912915042,9.117266757819753
2019-08-01,1.5666995830590302,6.929593524754815,13.183200823753818
2019-08-02,-0.5395275231680761,23.536736381897672,15.479904120457116
2019-08-03,2.137212403571851,4.752853598014889,12.859940750493745
2019-08-04,2.2099939231275636,6.289530899208318,14.320799783933424
2019-08-05,-1.0480705930014684,8.58722675174288,8.620338954440337
2019-08-06,6.839593355952803,2.8700697152310055,20.418548809101804
2019-08-07,0.8340988504582976,4.033989129150419,13.117266757819753
2019-08-08,5.56669958305903,15.929593524754814,12.183200823753818
2019-08-09,0.46047247683192394,6.536736381897672,18.479904120457114
2019-08-10,2.137212403571851,3.7528535980148887,12.859940750493745
2019-08-11,2.2099939231275636,7.289530899208318,11.320799783933424
2019-08-12,-0.04807059300146843,15.58722675174288,13.620338954440337
2019-08-13,0.839593355952803,6.870069715231006,1.4185488091018046
2019-08-14,0.8340988504582976,17.03398912915042,17.117266757819753
2019-08-15,0.5666995830590301,14.929593524754814,24.18320082375382
2019-08-16,0.46047247683192394,2.536736381897672,24.479904120457114
2019-08-17,2.137212403571851,3.7528535980148887,12.859940750493745
2019-08-18,2.2099939231275636,6.289530899208318,14.320799783933424
2019-08-19,0.9519294069985316,15.58722675174288,14.620338954440337
2019-08-20,11.839593355952804,0.8700697152310055,27.418548809101804
2019-08-21,0.8340988504582976,7.033989129150419,14.117266757819753
2019-08-22,2.5666995830590302,6.929593524754815,13.183200823753818
2019-08-23,-0.5395275231680761,8.536736381897672,12.479904120457116
2019-08-24,2.137212403571851,4.752853598014889,10.859940750493745
2019-08-25,2.2099939231275636,6.289530899208318,13.320799783933424
2019-08-26,1.9519294069985316,1.5872267517428804,14.620338954440337
2019-08-27,-0.16040664404719696,3.8700697152310055,12.418548809101804
2019-08-28,5.834098850458298,3.0339891291504193,25.117266757819753
2019-08-29,9.56669958305903,3.9295935247548153,9.183200823753818
2019-08-30,0.46047247683192394,6.536736381897672,11.479904120457116
2019-08-31,2.137212403571851,22.752853598014887,17.859940750493745
2019-09-01,2.2099939231275636,6.289530899208318,11.320799783933424
2019-09-02,-2.0480705930014684,4.587226751742881,13.620338954440337
2019-09-03,4.839593355952803,10.870069715231006,20.418548809101804
2019-09-04,3.8340988504582976,11.03398912915042,-0.8827332421802465
2019-09-05,3.5666995830590302,8.929593524754814,15.183200823753818
2019-09-06,9.460472476831924,18.536736381897672,13.479904120457116
2019-09-07,2.137212403571851,10.75285359801489,12.859940750493745
2019-09-08,2.2099939231275636,7.289530899208318,11.320799783933424
2019-09-09,5.951929406998532,8.58722675174288,2.6203389544403364
2019-09-10,2.839593355952803,10.870069715231006,16.418548809101804
2019-09-11,0.8340988504582976,9.03398912915042,15.117266757819753
2019-09-12,2.5666995830590302,8.929593524754814,13.183200823753818
2019-09-13,0.46047247683192394,5.536736381897672,12.479904120457116
2019-09-14,2.137212403571851,9.75285359801489,17.859940750493745
2019-09-15,2.2099939231275636,6.289530899208318,11.320799783933424
2019-09-16,1.9519294069985316,-0.4127732482571196,27.620338954440335
2019-09-17,4.839593355952803,8.870069715231006,7.418548809101805
2019-09-18,0.8340988504582976,9.03398912915042,14.117266757819753
2019-09-19,-0.4333004169409699,10.929593524754814,14.183200823753818
2019-09-20,0.46047247683192394,12.536736381897672,9.479904120457116
2019-09-21,2.137212403571851,7.752853598014889,7.859940750493746
2019-09-22,2.2099939231275636,7.289530899208318,11.320799783933424
2019-09-23,-2.0480705930014684,22.58722675174288,4.620338954440337
2019-09-24,0.839593355952803,1.8700697152310055,20.418548809101804
2019-09-25,4.834098850458298,12.03398912915042,15.117266757819753
2019-09-26,0.5666995830590301,6.929593524754815,21.18320082375382
2019-09-27,0.46047247683192394,3.536736381897672,19.479904120457114
2019-09-28,2.137212403571851,6.752853598014889,14.859940750493745
2019-09-29,2.2099939231275636,6.289530899208318,15.320799783933424
2019-09-30,-2.0480705930014684,25.58722675174288,18.620338954440335
2019-10-01,-0.16040664404719696,9.870069715231006,9.418548809101804
2019-10-02,8.834098850458298,6.033989129150419,17.117266757819753
2019-10-03,21.56669958305903,11.929593524754814,3.1832008237538183
2019-10-04,0.46047247683192394,4.536736381897672,24.479904120457114
2019-10-05,2.137212403571851,5.752853598014889,12.859940750493745
2019-10-06,2.2099939231275636,6.289530899208318,13.320799783933424
2019-10-07,-1.0480705930014684,9.58722675174288,13.620338954440337
2019-10-08,2.839593355952803,12.870069715231006,9.418548809101804
2019-10-09,0.8340988504582976,18.03398912915042,17.117266757819753
2019-10-10,4.56669958305903,9.929593524754814,29.18320082375382
2019-10-11,-0.5395275231680761,31.536736381897672,15.479904120457116
2019-10-12,2.137212403571851,10.75285359801489,7.859940750493746
2019-10-13,2.2099939231275636,6.289530899208318,12.320799783933424
2019-10-14,1.9519294069985316,8.58722675174288,16.620338954440335
2019-10-15,4.839593355952803,15.870069715231006,21.418548809101804
2019-10-16,2.8340988504582976,16.03398912915042,5.1172667578197535
2019-10-17,0.5666995830590301,2.9295935247548153,9.183200823753818
2019-10-18,-0.5395275231680761,6.536736381897672,20.479904120457114
2019-10-19,3.137212403571851,11.75285359801489,7.859940750493746
2019-10-20,2.2099939231275636,6.289530899208318,11.320799783933424
2019-10-21,3.9519294069985316,18.58722675174288,13.620338954440337
2019-10-22,0.839593355952803,26.870069715231004,6.418548809101805
2019-10-23,1.8340988504582976,10.03398912915042,6.1172667578197535
2019-10-24,-0.4333004169409699,0.9295935247548153,22.18320082375382
2019-10-25,1.460472476831924,17.536736381897672,8.479904120457116
2019-10-26,2.137212403571851,4.752853598014889,16.859940750493745
2019-10-27,2.2099939231275636,6.289530899208318,11.320799783933424
2019-10-28,-0.04807059300146843,15.58722675174288,29.620338954440335
2019-10-29,-0.16040664404719696,3.8700697152310055,19.418548809101804
2019-10-30,4.834098850458298,7.033989129150419,14.117266757819753
2019-10-31,-0.4333004169409699,15.929593524754814,13.183200823753818
2019-11-01,2.460472476831924,28.536736381897672,15.479904120457116
2019-11-02,2.137212403571851,9.75285359801489,9.859940750493745
2019-11-03,2.2099939231275636,15.289530899208318,11.320799783933424
2019-11-04,-2.0480705930014684,24.58722675174288,5.620338954440337
2019-11-05,0.839593355952803,22.870069715231004,25.418548809101804
2019-11-06,2.8340988504582976,24.03398912915042,17.117266757819753
2019-11-07,0.5666995830590301,10.929593524754814,13.183200823753818
2019-11-08,5.460472476831924,10.536736381897672,14.479904120457116
2019-11-09,2.137212403571851,11.75285359801489,19.859940750493745
2019-11-10,2.2099939231275636,7.289530899208318,13.320799783933424
2019-11-11,2.9519294069985316,12.58722675174288,10.620338954440337
2019-11-12,-0.16040664404719696,10.870069715231006,4.418548809101805
2019-11-13,-0.1659011495417024,15.03398912915042,6.1172667578197535
2019-11-14,0.5666995830590301,5.929593524754815,14.183200823753818
2019-11-15,3.460472476831924,15.536736381897672,13.479904120457116
2019-11-16,2.137212403571851,16.752853598014887,14.859940750493745
2019-11-17,2.2099939231275636,8.289530899208318,14.320799783933424
2019-11-18,0.9519294069985316,9.58722675174288,13.620338954440337
2019-11-19,1.839593355952803,13.870069715231006,19.418548809101804
2019-11-20,-0.1659011495417024,6.033989129150419,15.117266757819753
2019-11-21,3.5666995830590302,12.929593524754814,16.18320082375382
2019-11-22,-0.5395275231680761,15.536736381897672,19.479904120457114
2019-11-23,2.137212403571851,13.75285359801489,16.859940750493745
2019-11-24,2.2099939231275636,6.289530899208318,12.320799783933424
2019-11-25,-2.0480705930014684,-0.4127732482571196,13.620338954440337
2019-11-26,8.839593355952804,-2.1299302847689945,15.418548809101804
2019-11-27,0.8340988504582976,22.03398912915042,15.117266757819753
2019-11-28,-0.4333004169409699,-2.0704064752451847,1.1832008237538183
2019-11-29,-0.5395275231680761,-1.4632636181023282,-2.5200958795428843
2019-11-30,2.137212403571851,5.752853598014889,8.859940750493745
2019-12-01,2.2099939231275636,7.289530899208318,11.320799783933424
2019-12-02,4.951929406998532,11.58722675174288,8.620338954440337
2019-12-03,0.839593355952803,5.870069715231006,18.418548809101804
2019-12-04,5.834098850458298,8.03398912915042,21.117266757819753
2019-12-05,-0.4333004169409699,12.929593524754814,13.183200823753818
2019-12-06,-0.5395275231680761,10.536736381897672,11.479904120457116
2019-12-07,2.137212403571851,9.75285359801489,8.859940750493745
2019-12-08,2.2099939231275636,8.289530899208318,11.320799783933424
2019-12-09,26.95192940699853,6.587226751742881,13.620338954440337
2019-12-10,1.839593355952803,8.870069715231006,15.418548809101804
2019-12-11,4.834098850458298,10.03398912915042,0.11726675781975349
2019-12-12,1.5666995830590302,14.929593524754814,6.183200823753818
2019-12-13,1.460472476831924,1.5367363818976718,12.479904120457116
2019-12-14,2.137212403571851,11.75285359801489,7.859940750493746
2019-12-15,2.2099939231275636,6.289530899208318,11.320799783933424
2019-12-16,32.95192940699853,6.587226751742881,12.620338954440337
2019-12-17,43.8395933559528,7.870069715231006,11.418548809101804
2019-12-18,0.8340988504582976,16.03398912915042,15.117266757819753
2019-12-19,-0.4333004169409699,12.929593524754814,13.183200823753818
2019-12-20,2.460472476831924,9.536736381897672,3.4799041204571157
2019-12-21,2.137212403571851,5.752853598014889,14.859940750493745
2019-12-22,2.2099939231275636,6.289530899208318,11.320799783933424
2019-12-23,-2.0480705930014684,4.587226751742881,5.620338954440337
2019-12-24,-1.160406644047197,4.870069715231006,-2.5814511908981954
2019-12-25,-0.1659011495417024,-2.9660108708495807,-5.8827332421802465
2019-12-26,-0.4333004169409699,-3.0704064752451847,2.1832008237538183
2019-12-27,-0.5395275231680761,2.536736381897672,1.4799041204571157
2019-12-28,2.137212403571851,4.752853598014889,10.859940750493745
2019-12-29,2.2099939231275636,6.289530899208318,12.320799783933424
2019-12-30,-2.0480705930014684,0.5872267517428804,3.6203389544403364
2019-12-31,-1.160406644047197,-1.1299302847689945,-3.5814511908981954
2020-01-01,-0.1659011495417024,-2.9660108708495807,-5.8827332421802465
2020-01-02,2.5666995830590302,0.9295935247548153,0.1832008237538183
2020-01-03,1.460472476831924,3.536736381897672,10.479904120457116
2020-01-04,2.137212403571851,3.7528535980148887,8.859940750493745
2020-01-05,2.2099939231275636,7.289530899208318,11.320799783933424
2020-01-06,-2.0480705930014684,5.587226751742881,14.620338954440337
2020-01-07,-0.16040664404719696,8.870069715231006,8.418548809101804
2020-01-08,7.834098850458298,0.033989129150419295,22.117266757819753
2020-01-09,3.5666995830590302,-2.0704064752451847,5.183200823753818
2020-01-10,5.460472476831924,-1.4632636181023282,14.479904120457116
2020-01-11,2.137212403571851,3.7528535980148887,13.859940750493745
2020-01-12,2.2099939231275636,6.289530899208318,11.320799783933424
2020-01-13,-2.0480705930014684,3.5872267517428806,11.620338954440337
2020-01-14,-1.160406644047197,21.870069715231004,13.418548809101804
2020-01-15,1.8340988504582976,6.033989129150419,6.1172667578197535
2020-01-16,1.5666995830590302,2.9295935247548153,20.18320082375382
2020-01-17,0.46047247683192394,0.5367363818976718,18.479904120457114
2020-01-18,2.137212403571851,10.75285359801489,9.859940750493745
2020-01-19,2.2099939231275636,8.289530899208318,11.320799783933424
2020-01-20,-2.0480705930014684,12.58722675174288,0.6203389544403364
2020-01-21,-0.16040664404719696,3.8700697152310055,4.418548809101805
2020-01-22,0.8340988504582976,5.033989129150419,20.117266757819753
2020-01-23,9.56669958305903,10.929593524754814,-0.8167991762461817
2020-01-24,-0.5395275231680761,3.536736381897672,14.479904120457116
2020-01-25,2.137212403571851,5.752853598014889,22.859940750493745
2020-01-26,2.2099939231275636,6.289530899208318,14.320799783933424
2020-01-27,-1.0480705930014684,11.58722675174288,12.620338954440337
2020-01-28,0.839593355952803,15.870069715231006,23.418548809101804
2020-01-29,-0.1659011495417024,14.03398912915042,18.117266757819753
2020-01-30,5.56669958305903,7.929593524754815,13.183200823753818
2020-01-31,0.46047247683192394,9.536736381897672,19.479904120457114
2020-02-01,2.137212403571851,10.75285359801489,12.859940750493745
2020-02-02,2.2099939231275636,6.289530899208318,11.320799783933424
2020-02-03,-1.0480705930014684,11.58722675174288,8.620338954440337
2020-02-04,0.839593355952803,7.870069715231006,16.418548809101804
2020-02-05,2.8340988504582976,7.033989129150419,11.117266757819753
2020-02-06,1.5666995830590302,6.929593524754815,21.18320082375382
2020-02-07,6.460472476831924,5.536736381897672,20.479904120457114
2020-02-08,2.137212403571851,6.752853598014889,12.859940750493745
2020-02-09,2.2099939231275636,6.289530899208318,11.320799783933424
2020-02-10,-0.04807059300146843,12.58722675174288,18.620338954440335
2020-02-11,2.839593355952803,4.870069715231006,9.418548809101804
2020-02-12,5.834098850458298,6.033989129150419,16.117266757819753
2020-02-13,5.56669958305903,12.929593524754814,21.18320082375382
2020-02-14,0.46047247683192394,7.536736381897672,9.479904120457116
2020-02-15,2.137212403571851,4.752853598014889,11.859940750493745
2020-02-16,2.2099939231275636,6.289530899208318,11.320799783933424
2020-02-17,-2.0480705930014684,1.5872267517428804,1.6203389544403364
2020-02-18,-1.160406644047197,12.870069715231006,8.418548809101804
2020-02-19,-0.1659011495417024,11.03398912915042,4.1172667578197535
2020-02-20,-0.4333004169409699,8.929593524754814,12.183200823753818
2020-02-21,-0.5395275231680761,14.536736381897672,6.479904120457116
2020-02-22,2.137212403571851,6.752853598014889,7.859940750493746
2020-02-23,2.2099939231275636,6.289530899208318,16.320799783933424
2020-02-24,-1.0480705930014684,6.587226751742881,11.620338954440337
2020-02-25,-1.160406644047197,9.870069715231006,10.418548809101804
2020-02-26,-0.1659011495417024,7.033989129150419,15.117266757819753
2020-02-27,-0.4333004169409699,31.929593524754814,16.18320082375382
2020-02-28,-0.5395275231680761,9.536736381897672,23.479904120457114
2020-02-29,2.137212403571851,7.752853598014889,13.859940750493745
2020-03-01,2.2099939231275636,8.289530899208318,11.320799783933424
2020-03-02,-1.0480705930014684,8.58722675174288,7.620338954440337
2020-03-03,-1.160406644047197,6.870069715231006,10.418548809101804
2020-03-04,3.8340988504582976,16.03398912915042,11.117266757819753
2020-03-05,1.5666995830590302,6.929593524754815,16.18320082375382
2020-03-06,4.460472476831924,6.536736381897672,21.479904120457114
2020-03-07,2.137212403571851,6.752853598014889,10.859940750493745
2020-03-08,2.2099939231275636,6.289530899208318,17.320799783933424
2020-03-09,-1.0480705930014684,19.58722675174288,10.620338954440337
2020-03-10,5.839593355952803,11.870069715231006,18.418548809101804
2020-03-11,-0.1659011495417024,6.033989129150419,9.117266757819753
2020-03-12,-0.4333004169409699,6.929593524754815,10.183200823753818
2020-03-13,-0.5395275231680761,-1.4632636181023282,19.479904120457114
2020-03-14,2.137212403571851,12.75285359801489,17.859940750493745
2020-03-15,2.2099939231275636,6.289530899208318,18.320799783933424
2020-03-16,-1.0480705930014684,12.58722675174288,13.620338954440337
2020-03-17,-1.160406644047197,5.870069715231006,7.418548809101805
2020-03-18,0.8340988504582976,2.0339891291504193,19.117266757819753
2020-03-19,-0.4333004169409699,-0.07040647524518473,16.18320082375382
2020-03-20,2.460472476831924,7.536736381897672,18.479904120457114
2020-03-21,3.137212403571851,4.752853598014889,7.859940750493746
2020-03-22,2.2099939231275636,7.289530899208318,11.320799783933424
2020-03-23,2.9519294069985316,7.587226751742881,7.620338954440337
2020-03-24,3.839593355952803,7.870069715231006,11.418548809101804
2020-03-25,1.8340988504582976,7.033989129150419,25.117266757819753
2020-03-26,0.5666995830590301,9.929593524754814,5.183200823753818
2020-03-27,2.460472476831924,0.5367363818976718,12.479904120457116
2020-03-28,2.137212403571851,11.75285359801489,12.859940750493745
2020-03-29,2.2099939231275636,6.289530899208318,14.320799783933424
2020-03-30,4.951929406998532,13.58722675174288,12.620338954440337
2020-03-31,-1.160406644047197,8.870069715231006,14.418548809101804
2020-04-01,0.8340988504582976,10.03398912915042,11.117266757819753
2020-04-02,3.5666995830590302,7.929593524754815,11.183200823753818
2020-04-03,0.46047247683192394,16.536736381897672,17.479904120457114
2020-04-04,2.137212403571851,11.75285359801489,12.859940750493745
2020-04-05,2.2099939231275636,6.289530899208318,20.320799783933424
2020-04-06,-1.0480705930014684,4.587226751742881,16.620338954440335
2020-04-07,-1.160406644047197,6.870069715231006,16.418548809101804
2020-04-08,1.8340988504582976,5.033989129150419,14.117266757819753
2020-04-09,2.5666995830590302,6.929593524754815,13.183200823753818
2020-04-10,-0.5395275231680761,2.536736381897672,23.479904120457114
2020-04-11,2.137212403571851,5.752853598014889,16.859940750493745
2020-04-12,2.2099939231275636,6.289530899208318,15.320799783933424
2020-04-13,-0.04807059300146843,-0.4127732482571196,15.620338954440337
2020-04-14,2.839593355952803,5.870069715231006,4.418548809101805
2020-04-15,7.834098850458298,4.033989129150419,6.1172667578197535
2020-04-16,5.56669958305903,10.929593524754814,20.18320082375382
2020-04-17,2.460472476831924,7.536736381897672,8.479904120457116
2020-04-18,2.137212403571851,10.75285359801489,14.859940750493745
2020-04-19,2.2099939231275636,9.289530899208318,12.320799783933424
2020-04-20,-1.0480705930014684,12.58722675174288,21.620338954440335
2020-04-21,-0.16040664404719696,5.870069715231006,6.418548809101805
2020-04-22,0.8340988504582976,9.03398912915042,24.117266757819753
2020-04-23,-0.4333004169409699,10.929593524754814,11.183200823753818
2020-04-24,7.460472476831924,3.536736381897672,4.479904120457116
2020-04-25,2.137212403571851,6.752853598014889,14.859940750493745
2020-04-26,2.2099939231275636,7.289530899208318,12.320799783933424
2020-04-27,-2.0480705930014684,12.58722675174288,22.620338954440335
2020-04-28,5.839593355952803,6.870069715231006,12.418548809101804
2020-04-29,2.8340988504582976,10.03398912915042,14.117266757819753
2020-04-30,2.5666995830590302,3.9295935247548153,-2.8167991762461817
2020-05-01,-0.5395275231680761,9.536736381897672,7.479904120457116
2020-05-02,2.137212403571851,7.752853598014889,15.859940750493745
2020-05-03,2.2099939231275636,9.289530899208318,17.320799783933424
2020-05-04,-0.04807059300146843,8.58722675174288,12.620338954440337
2020-05-05,1.839593355952803,6.870069715231006,16.418548809101804
2020-05-06,0.8340988504582976,10.03398912915042,7.1172667578197535
2020-05-07,-0.4333004169409699,5.929593524754815,1.1832008237538183
2020-05-08,0.46047247683192394,14.536736381897672,29.479904120457114
2020-05-09,2.137212403571851,4.752853598014889,8.859940750493745
2020-05-10,2.2099939231275636,13.289530899208318,16.320799783933424
2020-05-11,0.9519294069985316,13.58722675174288,17.620338954440335
2020-05-12,-0.16040664404719696,8.870069715231006,2.4185488091018046
2020-05-13,0.8340988504582976,10.03398912915042,6.1172667578197535
2020-05-14,0.5666995830590301,12.929593524754814,29.18320082375382
2020-05-15,-0.5395275231680761,9.536736381897672,0.4799041204571157
2020-05-16,2.137212403571851,9.75285359801489,17.859940750493745
2020-05-17,2.2099939231275636,7.289530899208318,11.320799783933424
2020-05-18,-2.0480705930014684,11.58722675174288,31.620338954440335
2020-05-19,3.839593355952803,7.870069715231006,0.4185488091018046
2020-05-20,0.8340988504582976,16.03398912915042,8.117266757819753
2020-05-21,3.5666995830590302,16.929593524754814,1.1832008237538183
2020-05-22,-0.5395275231680761,7.536736381897672,-1.5200958795428843
2020-05-23,2.137212403571851,4.752853598014889,8.859940750493745
2020-05-24,2.2099939231275636,7.289530899208318,11.320799783933424
2020-05-25,-2.0480705930014684,-0.4127732482571196,0.6203389544403364
2020-05-26,4.839593355952803,4.870069715231006,-2.5814511908981954
2020-05-27,0.8340988504582976,7.033989129150419,22.117266757819753
2020-05-28,-0.4333004169409699,5.929593524754815,12.183200823753818
2020-05-29,0.46047247683192394,7.536736381897672,13.479904120457116
2020-05-30,2.137212403571851,6.752853598014889,8.859940750493745
2020-05-31,2.2099939231275636,6.289530899208318,16.320799783933424
2020-06-01,-2.0480705930014684,0.5872267517428804,12.620338954440337
2020-06-02,-1.160406644047197,0.8700697152310055,7.418548809101805
2020-06-03,3.8340988504582976,3.0339891291504193,24.117266757819753
2020-06-04,2.5666995830590302,2.9295935247548153,25.18320082375382
