,pulumi/pulumi,hashicorp/terraform,chef/chef
2016-10-08,3.265408978530097,12.25797016130867,7.107759993629559
2016-10-09,2.278458429079547,15.605497633836142,6.441551202420767
2016-10-10,-0.008662662389370544,20.268799911268854,5.817725752508361
2016-10-11,3.2187056818268,83.3534371942757,7.47245779582736
2016-10-12,-0.8115140983929805,15.167997633836142,4.400342411211977
2016-10-13,-0.9845910214699036,23.408382249220757,8.261606147475712
2016-10-14,1.0421946928158108,26.937915216253725,6.498556696926262
2016-10-15,5.265408978530097,12.25797016130867,6.107759993629559
2016-10-16,2.278458429079547,10.605497633836142,6.441551202420767
2016-10-17,-0.008662662389370544,12.268799911268855,-2.182274247491639
2016-10-18,-0.7812943181732003,41.353437194275706,13.47245779582736
2016-10-19,0.1884859016070195,92.16799763383614,13.400342411211977
2016-10-20,-0.9845910214699036,17.408382249220757,10.261606147475712
2016-10-21,-0.9578053071841892,22.937915216253725,8.498556696926261
2016-10-22,1.2654089785300966,31.25797016130867,5.107759993629559
2016-10-23,2.278458429079547,62.605497633836144,6.441551202420767
2016-10-24,-0.008662662389370544,60.26879991126886,2.817725752508361
2016-10-25,-0.7812943181732003,80.3534371942757,7.47245779582736
2016-10-26,1.1884859016070195,25.167997633836144,-0.5996575887880238
2016-10-27,-0.9845910214699036,51.40838224922076,1.2616061474757125
2016-10-28,-0.9578053071841892,26.937915216253725,5.498556696926262
2016-10-29,1.2654089785300966,18.25797016130867,6.107759993629559
2016-10-30,2.278458429079547,15.605497633836142,6.441551202420767
2016-10-31,-0.008662662389370544,50.26879991126886,12.81772575250836
2016-11-01,5.218705681826799,41.353437194275706,17.47245779582736
2016-11-02,2.1884859016070193,18.167997633836144,9.400342411211977
2016-11-03,6.015408978530097,37.40838224922076,2.2616061474757125
2016-11-04,15.04219469281581,43.93791521625373,18.49855669692626
2016-11-05,1.2654089785300966,18.25797016130867,5.107759993629559
2016-11-06,6.2784584290795475,15.605497633836142,6.441551202420767
2016-11-07,4.99133733761063,18.268799911268854,6.817725752508361
2016-11-08,1.2187056818267998,55.353437194275706,6.47245779582736
2016-11-09,-0.8115140983929805,46.167997633836144,10.400342411211977
2016-11-10,-0.9845910214699036,13.408382249220757,13.261606147475712
2016-11-11,-0.9578053071841892,27.937915216253725,7.498556696926262
2016-11-12,1.2654089785300966,16.25797016130867,5.107759993629559
2016-11-13,2.278458429079547,15.605497633836142,6.441551202420767
2016-11-14,-0.008662662389370544,54.26879991126886,-0.18227424749163879
2016-11-15,1.2187056818267998,33.353437194275706,7.47245779582736
2016-11-16,20.18848590160702,8.167997633836142,18.400342411211977
2016-11-17,19.015408978530097,21.408382249220757,5.261606147475712
2016-11-18,2.042194692815811,16.937915216253725,6.498556696926262
2016-11-19,26.265408978530097,16.25797016130867,5.107759993629559
2016-11-20,8.278458429079548,21.605497633836144,7.441551202420767
2016-11-21,5.99133733761063,36.26879991126886,9.81772575250836
2016-11-22,12.2187056818268,33.353437194275706,4.47245779582736
2016-11-23,10.18848590160702,24.167997633836144,2.4003424112119762
2016-11-24,2.0154089785300964,11.408382249220757,-1.7383938525242875
2016-11-25,0.042194692815810786,4.937915216253725,-1.5014433030737377
2016-11-26,1.2654089785300966,8.25797016130867,5.107759993629559
2016-11-27,2.278458429079547,7.605497633836142,6.441551202420767
2016-11-28,2.9913373376106294,17.268799911268854,2.817725752508361
2016-11-29,19.2187056818268,17.353437194275703,6.47245779582736
2016-11-30,0.1884859016070195,7.167997633836142,1.4003424112119762
2016-12-01,7.015408978530097,44.40838224922076,7.261606147475712
2016-12-02,6.04219469281581,23.937915216253725,7.498556696926262
2016-12-03,13.265408978530097,19.25797016130867,7.107759993629559
2016-12-04,2.278458429079547,11.605497633836142,6.441551202420767
2016-12-05,11.991337337610629,35.26879991126886,6.817725752508361
2016-12-06,4.218705681826799,20.353437194275703,29.47245779582736
2016-12-07,5.188485901607019,16.167997633836144,13.400342411211977
2016-12-08,-0.9845910214699036,29.408382249220757,7.261606147475712
2016-12-09,3.042194692815811,32.93791521625373,16.49855669692626
2016-12-10,2.265408978530097,45.25797016130867,5.107759993629559
2016-12-11,2.278458429079547,13.605497633836142,6.441551202420767
2016-12-12,4.99133733761063,66.26879991126886,6.817725752508361
2016-12-13,10.2187056818268,39.353437194275706,26.47245779582736
2016-12-14,6.188485901607019,14.167997633836142,3.4003424112119762
2016-12-15,1.0154089785300964,30.408382249220757,6.261606147475712
